,country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
15159,Burkina Faso,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",3.0,1.0,aviation_gasoline
15160,Burkina Faso,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",4.0,1.0,aviation_gasoline
15161,Burkina Faso,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",4.0,1.0,aviation_gasoline
15162,Burkina Faso,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",5.0,1.0,aviation_gasoline
15163,Burkina Faso,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",5.0,1.0,aviation_gasoline
15164,Burkina Faso,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",5.0,,aviation_gasoline
15165,Burkina Faso,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",5.0,,aviation_gasoline
15166,Burkina Faso,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",5.0,,aviation_gasoline
15167,Burkina Faso,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",5.0,,aviation_gasoline
15168,Burkina Faso,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",5.0,,aviation_gasoline
15169,Burkina Faso,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",5.0,,aviation_gasoline
15170,Burkina Faso,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",5.0,,aviation_gasoline
15171,Burkina Faso,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",5.0,,aviation_gasoline
15172,Burkina Faso,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",5.0,,aviation_gasoline
15173,Burkina Faso,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",5.0,,aviation_gasoline
15174,Burkina Faso,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",5.0,1.0,aviation_gasoline
15175,Burkina Faso,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",5.0,1.0,aviation_gasoline
15176,Burkina Faso,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",5.0,1.0,aviation_gasoline
15177,Burkina Faso,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",5.0,1.0,aviation_gasoline
15178,Burkina Faso,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",5.0,1.0,aviation_gasoline
15179,Burkina Faso,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",5.0,1.0,aviation_gasoline
15180,Cameroon,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",3.0,,aviation_gasoline
15181,Cameroon,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",3.0,,aviation_gasoline
15182,Cameroon,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",3.0,,aviation_gasoline
15183,Cameroon,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",3.0,,aviation_gasoline
15184,Cameroon,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",3.0,,aviation_gasoline
15185,Cameroon,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",2.0,,aviation_gasoline
15186,Cameroon,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",1.0,,aviation_gasoline
15187,Cameroon,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",0.0,,aviation_gasoline
15188,Cameroon,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",10.0,,aviation_gasoline
15189,Cameroon,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",0.0,,aviation_gasoline
15190,Cameroon,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",0.0,,aviation_gasoline
15191,Cameroon,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",0.0,,aviation_gasoline
15192,Cameroon,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15193,Cameroon,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15194,Cameroon,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15195,Cameroon,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15196,Cameroon,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15197,Cameroon,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15198,Canada,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",40.0,,aviation_gasoline
15199,Canada,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",47.0,,aviation_gasoline
15200,Canada,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",55.0,,aviation_gasoline
15201,Canada,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",43.0,,aviation_gasoline
15202,Canada,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",53.0,,aviation_gasoline
15203,Canada,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",59.0,,aviation_gasoline
15204,Canada,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",61.0,,aviation_gasoline
15205,Canada,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",64.0,,aviation_gasoline
15206,Canada,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",61.0,,aviation_gasoline
15207,Canada,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",67.0,,aviation_gasoline
15208,Canada,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",62.0,,aviation_gasoline
15209,Canada,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",67.0,,aviation_gasoline
15210,Canada,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",73.0,,aviation_gasoline
15211,Canada,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",75.0,,aviation_gasoline
15212,Canada,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",76.0,,aviation_gasoline
15213,Canada,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",76.0,,aviation_gasoline
15214,Canada,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",82.0,,aviation_gasoline
15215,Canada,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",78.0,,aviation_gasoline
15216,Canada,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",82.0,,aviation_gasoline
15217,Canada,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",88.0,,aviation_gasoline
15218,Canada,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",78.0,,aviation_gasoline
15219,Canada,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",79.0,,aviation_gasoline
15220,Canada,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",80.0,,aviation_gasoline
15221,Canada,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",88.0,,aviation_gasoline
15222,Canada,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",116.0,,aviation_gasoline
15223,Cayman Islands,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",3.0,1.0,aviation_gasoline
15224,Cayman Islands,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15225,Cayman Islands,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15226,Cayman Islands,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15227,Cayman Islands,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15228,Cayman Islands,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",2.0,1.0,aviation_gasoline
15229,Central African Rep.,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",0.0,,aviation_gasoline
15230,Chile,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",3.0,,aviation_gasoline
15231,Chile,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",18.0,,aviation_gasoline
15232,Chile,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",20.0,,aviation_gasoline
15233,Chile,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",4.0,,aviation_gasoline
15234,Chile,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",7.0,,aviation_gasoline
15235,Chile,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",5.0,,aviation_gasoline
15236,Chile,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",4.0,,aviation_gasoline
15237,Chile,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",4.0,,aviation_gasoline
15238,Chile,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",4.0,,aviation_gasoline
15239,Chile,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",4.0,,aviation_gasoline
15240,Chile,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",4.0,,aviation_gasoline
15241,Chile,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",4.0,,aviation_gasoline
15242,Chile,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",5.0,,aviation_gasoline
15243,Chile,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",5.0,,aviation_gasoline
15244,Chile,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",5.0,,aviation_gasoline
15245,Chile,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",6.0,,aviation_gasoline
15246,Chile,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",7.0,,aviation_gasoline
15247,Chile,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",6.0,,aviation_gasoline
15248,Chile,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",6.0,,aviation_gasoline
15249,Chile,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",6.0,,aviation_gasoline
15250,Chile,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",5.0,,aviation_gasoline
15251,Chile,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",6.0,,aviation_gasoline
15252,Chile,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",6.0,,aviation_gasoline
15253,Chile,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",5.0,,aviation_gasoline
15254,Chile,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",6.0,,aviation_gasoline
15255,China,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",725.0,,aviation_gasoline
15256,China,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",675.5,,aviation_gasoline
15257,China,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",625.5,,aviation_gasoline
15258,China,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",583.0,,aviation_gasoline
15259,China,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",553.8,,aviation_gasoline
15260,China,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",504.0,,aviation_gasoline
15261,China,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",541.0,,aviation_gasoline
15262,China,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",458.0,,aviation_gasoline
15263,China,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",454.0,,aviation_gasoline
15264,China,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",439.0,,aviation_gasoline
15265,China,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",421.0,,aviation_gasoline
15266,China,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",1198.0,,aviation_gasoline
15267,China,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",1021.0,,aviation_gasoline
15268,China,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",135.0,,aviation_gasoline
15269,China,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",125.0,,aviation_gasoline
15270,China,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",126.0,,aviation_gasoline
15271,China,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",77.0,,aviation_gasoline
15272,China,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",81.0,,aviation_gasoline
15273,China,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",75.0,,aviation_gasoline
15274,China,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",80.0,,aviation_gasoline
15275,China,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",95.0,1.0,aviation_gasoline
15276,China,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",92.0,1.0,aviation_gasoline
15277,China,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",88.0,1.0,aviation_gasoline
15278,China,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",80.0,1.0,aviation_gasoline
15279,China,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",77.0,1.0,aviation_gasoline
15280,Colombia,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",11.218962,,aviation_gasoline
15281,Colombia,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",95.72,,aviation_gasoline
15282,Colombia,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",81.92,,aviation_gasoline
15283,Colombia,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",74.37,,aviation_gasoline
15284,Colombia,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",68.65,,aviation_gasoline
15285,Colombia,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",59.04,,aviation_gasoline
15286,Colombia,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",55.69,,aviation_gasoline
15287,Colombia,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",21.0,,aviation_gasoline
15288,Colombia,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",13.4436,,aviation_gasoline
15289,Colombia,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",14.3762,,aviation_gasoline
15290,Colombia,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",16.3098,,aviation_gasoline
15291,Colombia,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",16.7,,aviation_gasoline
15292,Colombia,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",17.4,,aviation_gasoline
15293,Colombia,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",17.9,,aviation_gasoline
15294,Colombia,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",18.0,,aviation_gasoline
15295,Colombia,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",20.0,,aviation_gasoline
15296,Colombia,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",20.0,,aviation_gasoline
15297,Colombia,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",20.0,,aviation_gasoline
15298,Colombia,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",21.0,,aviation_gasoline
15299,Colombia,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",21.0,,aviation_gasoline
15300,Colombia,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",18.0,,aviation_gasoline
15301,Colombia,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",24.0,,aviation_gasoline
15302,Colombia,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",20.0,1.0,aviation_gasoline
15303,Colombia,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",25.0,1.0,aviation_gasoline
15304,Colombia,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",25.0,1.0,aviation_gasoline
15305,Comoros,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15306,Comoros,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15307,Comoros,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15308,Comoros,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15309,Comoros,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15310,Comoros,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15311,Comoros,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15312,Comoros,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15313,Comoros,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15314,Comoros,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
15315,Comoros,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
